data,nave,sistema,desc,tecnico,ore_motore,costo_eur
2023-05-17,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,8792,554
2023-05-17,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Luigi Russo,81914,235
2023-05-14,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,8803,985
2023-05-13,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,92147,624
2023-05-05,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS Mario Greco,81794,461
2023-04-30,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,60662,515
2023-04-30,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,60645,1663
2023-04-28,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,91939,340
2023-04-28,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico esterno certificato,94778,421
2023-04-27,MV Saint John Paul II,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Valletta,8360,7236
2023-04-23,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,8220,484
2023-04-21,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,8161,548
2023-04-20,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Cantiere Specializzato,60483,978
2023-04-20,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Mario Greco,91714,635
2023-04-18,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Cantiere Specializzato,8131,2422
2023-04-16,MV Saint John Paul II,Motore,"Overhaul 8000h — Revisione completa top-end: pistoni, segmenti, bronzine, albero a camme, tenute",Cantiere Pozzallo,8165,35567
2023-04-16,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,91667,406
2023-04-14,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,91632,439
2023-04-10,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,60134,670
2023-04-08,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,7978,789
2023-04-07,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,60040,973
2023-04-01,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,7811,992
2023-04-01,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Luigi Russo,81207,296
2023-04-01,HSC Gozo Express,Iniezione,"D-Check 4000h — Sostituzione iniettori CR MTU 12V 2000, revisione pompa HP, test banco",Tecnico RCS,81223,3625
2023-03-27,San Pawl,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS,92318,857
2023-03-23,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,59696,521
2023-03-18,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,91226,354
2023-03-18,San Pawl,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Mario Greco,92259,779
2023-03-17,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,7398,502
2023-03-16,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,59661,1514
2023-03-16,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,91198,346
2023-03-15,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS,80932,451
2023-03-12,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,7256,490
2023-03-12,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico esterno certificato,94369,800
2023-02-28,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Mario Greco,80706,257
2023-02-26,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,6859,814
2023-02-25,San Pawl,Iniezione,"Ispezione Iniettori — Controllo iniettori meccanici Bosch 0 430 232 056 (OEM 01174463), taratura pressione",Tecnico RCS,92078,3932
2023-02-23,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,90837,369
2023-02-17,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Mario Greco,80532,237
2023-02-15,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,58914,501
2023-02-13,HSC Gozo Express,Motore,"C-Check 2000h — Ispezione iniettori CR Bosch 0 445 120 059, controllo valvole e distribuzione",Tecnico RCS,80483,1279
2023-02-11,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,58874,793
2023-02-11,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Cantiere Specializzato,90631,351
2023-02-09,MV Maria Dolores,Raffreddamento,"Raffreddamento — Termostato MTU 11658815, fluido WF2071 Fleetguard, pulizia circuito",Cantiere Specializzato,90634,614
2023-02-05,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Mario Greco,91909,414
2023-02-01,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,6323,601
2023-02-01,MV Saint John Paul II,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS Mario Greco,6234,1561
2023-02-01,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Mario Greco,90385,784
2023-01-28,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,6184,788
2023-01-26,MV Jean de La Valette,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Navale Palermo,58461,7602
2023-01-23,MV Maria Dolores,Iniezione,"D-Check 4000h — Sostituzione iniettori unitari UIS MTU, revisione pompa CP3, calibrazione",Cantiere Valletta,90303,5525
2023-01-19,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,58282,556
2023-01-18,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS,93984,789
2023-01-16,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,5941,2337
2023-01-16,MV Maria Dolores,Propulsione,"Propulsione 6000h — Ispezione shaft seal, lubrificazione riduttori, allineamento eliche",Tecnico RCS Luigi Russo,90159,1062
2023-01-15,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Cantiere Specializzato,80120,238
2023-01-14,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,5916,557
2023-01-11,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,90135,432
2023-01-11,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,91703,498
2023-01-09,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,5819,803
2023-01-09,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Luigi Russo,58077,807
2023-01-07,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS Luigi Russo,57936,2207
2023-01-03,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,5528,545
2022-12-26,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,91579,462
2022-12-22,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,57560,466
2022-12-18,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico esterno certificato,5166,870
2022-12-10,MV Maria Dolores,Raffreddamento,"Raffreddamento — Termostato MTU 11658815, fluido WF2071 Fleetguard, pulizia circuito",Tecnico RCS Mario Greco,89513,562
2022-12-09,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,79561,288
2022-12-07,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,57180,522
2022-12-06,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Luigi Russo,89497,753
2022-12-05,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,4979,599
2022-12-05,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,57186,571
2022-11-26,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,4656,487
2022-11-20,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,56878,465
2022-11-16,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,89081,367
2022-11-15,MV Jean de La Valette,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Pozzallo,56781,6056
2022-11-11,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,56572,584
2022-11-06,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS Mario Greco,56439,1411
2022-11-05,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,4160,2168
2022-11-02,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Cantiere Specializzato,4182,834
2022-10-31,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,78952,269
2022-10-30,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,4105,460
2022-10-29,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,56274,596
2022-10-28,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,56253,529
2022-10-27,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,93324,356
2022-10-22,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,93274,421
2022-10-20,MV Saint John Paul II,Iniezione,"D-Check 4000h — Sostituzione iniettori CR Bosch (serie 0 445 120 141), revisione pompa HP, test bench",Cantiere Pozzallo,3848,7632
2022-10-19,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,3827,888
2022-10-18,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Mario Greco,93216,463
2022-10-16,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,55944,2420
2022-10-12,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Luigi Russo,88579,659
2022-10-10,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,3569,490
2022-10-03,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS Mario Greco,55660,978
2022-10-01,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS,88317,1808
2022-09-29,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Luigi Russo,55500,813
2022-09-26,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,55436,484
2022-09-22,San Pawl,Motore,"Major Overhaul — Overhaul completo MWM V16: pistoni, segmenti, guarnizioni MAHLE MS39012, bronzine",Cantiere Navale Catania,90844,33585
2022-09-20,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,78292,230
2022-09-17,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,2933,447
2022-09-13,MV Jean de La Valette,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,55180,2040
2022-09-12,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,2913,823
2022-09-11,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,55142,790
2022-09-10,MV Saint John Paul II,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,2851,1503
2022-09-08,MV Maria Dolores,Motore,"Overhaul 8000h — Revisione completa motore: pistoni CAT/MAHLE, segmenti, bronzine, guarnizioni testa",Cantiere Pozzallo,87966,23044
2022-09-07,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS,78150,495
2022-09-06,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,55091,459
2022-09-05,Balluta Bay,Motore,"Ispezione 4000h — Ispezione valvole, distribuzione, iniettori CR Bosch 0 445 120 266",Cantiere Valletta,182174,4082
2022-09-04,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,54927,484
2022-09-02,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,92873,420
2022-08-30,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,2537,512
2022-08-30,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS Luigi Russo,87846,629
2022-08-26,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,77965,276
2022-08-11,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,54346,593
2022-08-10,MV Saint John Paul II,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS,2099,710
2022-08-08,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,2024,1062
2022-08-07,HSC Gozo Express,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubricante + verifica tenute (×4 motori),Tecnico RCS,77640,453
2022-08-05,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,1946,450
2022-08-04,MV Saint John Paul II,Motore,"C-Check 2000h — Ispezione teste cilindro, controllo gioco valvole, regolazione iniettori CR Bosch 0 445 120 141",Tecnico RCS,1966,2412
2022-07-28,San Pawl,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS Mario Greco,90398,844
2022-07-21,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,53932,571
2022-07-19,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Luigi Russo,87084,429
2022-07-14,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,1438,451
2022-07-12,MV Jean de La Valette,Propulsione,"Ispezione Propulsione — Controllo eliche, shaft seal, allineamento alberi, lubrificazione riduttori",Tecnico RCS,53773,1389
2022-07-01,MV Maria Dolores,Motore,"C-Check 2000h — Ispezione valvole, controllo iniettori UIS Bosch 0 414 701 076, regolazione giochi",Tecnico RCS,86792,1530
2022-06-29,MV Saint John Paul II,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,995,1045
2022-06-24,MV Jean de La Valette,Motore,"Overhaul 8000h — Revisione completa top-end: pistoni, segmenti, bronzine, albero a camme, tenute",Cantiere Valletta,53288,31598
2022-06-22,San Pawl,Iniezione,"Ispezione Iniettori — Controllo iniettori meccanici Bosch 0 430 232 056 (OEM 01174463), taratura pressione",Tecnico RCS,90117,3695
2022-06-21,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Luigi Russo,963,552
2022-06-14,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico RCS,53092,1028
2022-06-07,MV Maria Dolores,Raffreddamento,"Raffreddamento — Termostato MTU 11658815, fluido WF2071 Fleetguard, pulizia circuito",Tecnico RCS,86426,545
2022-06-05,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS Mario Greco,52739,519
2022-06-04,MV Jean de La Valette,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,52852,524
2022-06-02,MV Saint John Paul II,Filtrazione,"A-Check 500h — Sostituzione filtri olio motore, filtri gasolio primario e secondario + ispezione visiva (×4 motori)",Tecnico RCS,506,563
2022-05-27,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,86148,418
2022-05-24,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS Mario Greco,76525,304
2022-05-03,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Mario Greco,85823,377
2022-04-21,San Pawl,Propulsione,"Propulsione — Ispezione eliche tipo Air Cushion, shaft seal, lubrificazione cuscinetti",Tecnico RCS,89615,1444
2022-04-17,MV Jean de La Valette,Raffreddamento,"Raffreddamento 2000h — Sostituzione termostato MTU, fluido refrigerante, pulizia heat exchanger",Tecnico RCS Mario Greco,51623,789
2022-04-12,MV Maria Dolores,Iniezione,"D-Check 4000h — Sostituzione iniettori unitari UIS MTU, revisione pompa CP3, calibrazione",Cantiere Navale Catania,85374,5004
2022-04-07,San Frangisk,Propulsione,"Propulsione — Ispezione eliche tipo Air Cushion, shaft seal, lubrificazione cuscinetti",Tecnico RCS Luigi Russo,91694,1447
2022-04-03,San Pawl,Propulsione,"Propulsione — Ispezione eliche tipo Air Cushion, shaft seal, lubrificazione cuscinetti",Tecnico esterno certificato,89462,1583
2022-04-02,HSC Gozo Express,Motore,"C-Check 2000h — Ispezione iniettori CR Bosch 0 445 120 059, controllo valvole e distribuzione",Tecnico RCS,75716,1196
2022-03-26,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,85114,400
2022-03-26,San Pawl,Iniezione,"Ispezione Iniettori — Controllo iniettori meccanici Bosch 0 430 232 056 (OEM 01174463), taratura pressione",Tecnico RCS Luigi Russo,89386,3798
2022-03-25,MV Jean de La Valette,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio lubrificante + controllo tenute e manicotti (×4 motori),Tecnico esterno certificato,51156,821
2022-03-22,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,89376,415
2022-03-17,HSC Gozo Express,Filtrazione,"A-Check 500h — Filtri olio e gasolio MTU 2000 — Hifi SO 4562 + SN 80016, kit da 4 motori (×4 motori)",Tecnico RCS,75527,288
2022-03-17,San Pawl,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS Luigi Russo,89318,474
2022-03-13,MV Maria Dolores,Filtrazione,B-Check 1000h — Kit filtri completo + analisi olio + controllo manicotti e guarnizioni (×6 motori),Tecnico RCS,84938,737
2022-03-02,San Frangisk,Motore,"Ispezione 1000h — Ispezione completa: cinghie, manicotti, guarnizioni, valvole, analisi olio",Tecnico RCS,91418,808
2022-01-21,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS,84039,344
2022-01-06,San Frangisk,Filtrazione,Cambio Olio 500h — Cambio olio + filtri Deutz MWM — Fleetguard LF4056 (OEM 04294788) + FS1006 (×2 motori),Tecnico RCS,90949,437
2021-12-28,MV Maria Dolores,Filtrazione,A-Check 500h — Filtri olio e gasolio MTU Serie 4000 — kit Hifi SN 80097 + SO 4562 (×6 motori),Tecnico RCS Luigi Russo,83667,442
